[2025-12-20 23:00:01] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x96e | src=10.216.16.8:34142 -> dst=10.47.111.60:80 | http=PATCH /api/v1/orders 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.18
[2025-12-20 23:18:43] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xe2a | src=10.246.227.48:3912 -> dst=10.124.70.205:80 | http=POST /api/v1/payments 429 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.21
[2025-12-20 23:18:45] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0xfb6 | src=131.27.216.89:60563 -> dst=10.100.102.164:443 | http=GET /admin 204 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:web.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.92
[2025-12-20 23:18:51] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xf3e | src=10.232.21.127:15640 -> dst=10.112.1.164:443 | http=DELETE /actuator/env 204 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.36
[2025-12-20 23:18:57] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2ca | src=10.183.15.143:29886 -> dst=10.58.72.75:443 | http=PATCH /admin 200 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:api.example.lab | neden="Health-check başarılı." conf=0.17
[2025-12-20 23:18:58] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x5f6 | src=10.134.51.6:52627 -> dst=10.70.194.168:80 | http=PUT /api/v1/orders 301 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:web.example.lab | neden="Health-check başarılı." conf=0.23
[2025-12-20 23:19:03] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x53f | src=10.98.193.178:29174 -> dst=10.191.162.154:443 | http=GET /actuator/env 429 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.38
[2025-12-20 23:19:05] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x7eb | src=10.85.198.193:31450 -> dst=10.191.255.133:443 | http=PUT /admin 404 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.35
[2025-12-20 23:19:10] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x84e | src=10.202.111.79:11326 -> dst=10.217.193.147:8080 | http=PUT /actuator/health 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.2
[2025-12-20 23:19:15] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0x835 | src=207.254.162.70:29970 -> dst=10.195.12.46:443 | http=PUT /login 400 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="Yüksek ayrıcalık istek paterni normal dışı." conf=0.95
[2025-12-20 23:19:16] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x4cb | src=10.102.170.51:49862 -> dst=10.168.128.78:8080 | http=POST /actuator/env 201 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.1
[2025-12-20 23:19:19] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xf13 | src=10.203.116.59:34829 -> dst=10.107.242.60:8443 | http=DELETE /admin 200 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:web.example.lab | neden="Health-check başarılı." conf=0.25
[2025-12-20 23:19:21] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x84 | src=10.4.255.208:28493 -> dst=10.181.173.58:8443 | http=DELETE /actuator/health 301 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.3
[2025-12-20 23:19:23] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xb07 | src=10.197.96.122:64065 -> dst=10.55.168.146:8443 | http=PUT /login 201 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:api.example.lab | neden="Health-check başarılı." conf=0.11
[2025-12-20 23:19:24] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x11a | src=10.35.232.15:22439 -> dst=10.188.5.44:8443 | http=DELETE /api/v1/users 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.27
[2025-12-20 23:19:26] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0x938 | src=130.234.141.52:5216 -> dst=10.3.73.115:8443 | http=PATCH /api/v1/orders 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="Kısa süreli tekrarlayan handshake hataları fuzzing davranışına benziyor." conf=0.86
[2025-12-20 23:19:26] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xdee | src=10.212.127.46:60716 -> dst=10.221.234.99:443 | http=PATCH /login 401 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:web.example.lab | neden="Health-check başarılı." conf=0.18
[2025-12-20 23:19:28] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xa39 | src=10.188.39.194:30576 -> dst=10.53.166.105:443 | http=PUT /api/v1/orders 404 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:api.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.11
[2025-12-20 23:19:34] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x701 | src=10.128.58.182:50089 -> dst=10.69.167.172:8443 | http=DELETE /wp-login.php 200 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:api.example.lab | neden="Health-check başarılı." conf=0.35
[2025-12-20 23:19:35] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x885 | src=10.63.200.44:18931 -> dst=10.39.5.174:443 | http=DELETE /admin 201 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.41
[2025-12-20 23:19:37] [SALDIRI] KRITIK: RBAC Yetki Yükseltme Şüphesi | Aksiyon: Engellendi | Stage: Privilege Escalation | Rule: K8S-RBAC-4005 | ID: 0x314 | src=14.193.103.238:16656 -> dst=10.127.191.233:443 | http=GET / 401 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:api.example.lab | neden="RoleBinding/ClusterRoleBinding değişikliği denemesi görüldü." conf=0.83
[2025-12-20 23:19:38] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x2c8 | src=10.167.165.144:36525 -> dst=10.97.106.240:8443 | http=DELETE /login 204 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.22
[2025-12-20 23:19:40] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x99a | src=10.188.22.18:51325 -> dst=10.111.210.78:8443 | http=GET /actuator/health 429 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.44
[2025-12-20 23:19:46] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xe5a | src=10.34.171.5:43005 -> dst=10.229.195.131:443 | http=PATCH /actuator/env 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:infra-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.32
[2025-12-20 23:19:46] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc98 | src=10.151.103.39:3508 -> dst=10.192.104.165:443 | http=PATCH /wp-login.php 400 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.21
[2025-12-20 23:19:51] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x19 | src=10.175.124.53:46070 -> dst=10.27.127.206:443 | http=PATCH /.env 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.25
[2025-12-20 23:19:52] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0x4da | src=142.104.120.130:31634 -> dst=10.40.218.186:8080 | http=POST /api/v1/orders 204 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:api.example.lab | neden="TLS el sıkışmasında anormal sürüm/şifre takımı denemeleri tespit edildi." conf=0.9
[2025-12-20 23:19:56] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xc25 | src=10.193.85.121:40961 -> dst=10.225.216.130:8443 | http=POST /wp-login.php 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:auth pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.4
[2025-12-20 23:19:59] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xbb0 | src=10.232.145.97:9979 -> dst=10.246.36.86:8443 | http=POST /api/v1/users 204 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.4
[2025-12-20 23:20:03] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x7d2 | src=10.36.209.227:62112 -> dst=10.19.63.99:443 | http=POST /.env 301 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.28
[2025-12-20 23:20:06] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xc56 | src=10.185.14.179:30873 -> dst=10.75.133.155:443 | http=PUT /api/v1/orders 429 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:api.example.lab | neden="Health-check başarılı." conf=0.1
[2025-12-20 23:20:08] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x44e | src=10.218.129.178:21207 -> dst=10.154.195.151:8443 | http=GET /login 500 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:web.example.lab | neden="Pod metrikleri stabil." conf=0.38
[2025-12-20 23:20:14] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x2ea | src=10.35.213.135:29266 -> dst=10.213.147.188:443 | http=POST /admin 201 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:api.example.lab | neden="Health-check başarılı." conf=0.17
[2025-12-20 23:20:15] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x108 | src=10.98.132.252:60856 -> dst=10.209.225.161:80 | http=POST /login 301 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.14
[2025-12-20 23:20:20] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xae9 | src=10.21.49.55:35107 -> dst=10.3.192.155:8080 | http=DELETE /wp-login.php 400 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:api-6d7f8c9b7f-2kq9x node:worker-2 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.22
[2025-12-20 23:20:23] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xc06 | src=10.169.51.1:55774 -> dst=10.233.205.186:443 | http=GET /actuator/env 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:pay.example.lab | neden="Pod metrikleri stabil." conf=0.43
[2025-12-20 23:20:26] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xf07 | src=10.8.184.224:30142 -> dst=10.23.166.174:443 | http=PATCH /wp-login.php 401 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:pay.example.lab | neden="Health-check başarılı." conf=0.22
[2025-12-20 23:20:30] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x2bb | src=10.16.65.128:45133 -> dst=10.44.154.214:8443 | http=POST /wp-login.php 200 ua="sqlmap/1.7.12" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.19
[2025-12-20 23:20:36] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb12 | src=10.143.112.185:59843 -> dst=10.131.243.244:80 | http=POST /actuator/health 500 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.13
[2025-12-20 23:20:38] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x20a | src=10.119.114.67:8323 -> dst=10.59.148.23:80 | http=PUT /actuator/env 204 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:auth.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.3
[2025-12-20 23:20:42] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xd0f | src=10.198.216.82:44523 -> dst=10.186.64.134:443 | http=GET /.env 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:web.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.21
[2025-12-20 23:20:44] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xcf7 | src=10.163.158.129:47326 -> dst=10.63.140.218:8443 | http=POST /wp-login.php 301 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.12
[2025-12-20 23:20:50] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xec5 | src=10.153.81.254:28708 -> dst=10.11.200.87:8443 | http=PUT /.env 401 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:test pod:auth-6c5d7f6cbb-9p3a2 node:infra-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.2
[2025-12-20 23:20:52] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x26 | src=10.234.83.148:32641 -> dst=10.70.226.179:8080 | http=POST /api/v1/orders 204 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:api-6d7f8c9b7f-2kq9x node:infra-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.36
[2025-12-20 23:20:57] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0xb02 | src=123.91.26.31:10760 -> dst=10.173.222.249:8443 | http=POST / 200 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:api.example.lab | neden="Kısa süreli tekrarlayan handshake hataları fuzzing davranışına benziyor." conf=0.87
[2025-12-20 23:20:59] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xbed | src=10.188.5.31:33085 -> dst=10.59.42.32:443 | http=GET /actuator/env 429 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:auth.example.lab | neden="Pod metrikleri stabil." conf=0.2
[2025-12-20 23:21:01] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0xd65 | src=10.166.32.183:46947 -> dst=10.94.207.209:80 | http=DELETE /actuator/health 404 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:api.example.lab | neden="Pod metrikleri stabil." conf=0.12
[2025-12-20 23:21:07] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x1ff | src=10.2.228.205:9466 -> dst=10.160.62.11:443 | http=POST /login 404 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:infra-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.13
[2025-12-20 23:21:10] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb8 | src=10.150.227.36:60713 -> dst=10.251.160.134:8080 | http=PATCH /actuator/health 404 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:dev pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:api.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.33
[2025-12-20 23:21:10] [SALDIRI] TEHDIT: TLS Downgrade / Fuzzing | Aksiyon: Bloklandı | Stage: Initial Access | Rule: TLS-ANOM-2001 | ID: 0x24b | src=188.216.38.141:43607 -> dst=10.130.133.98:443 | http=DELETE /wp-login.php 200 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:pay.example.lab | neden="Kısa süreli tekrarlayan handshake hataları fuzzing davranışına benziyor." conf=0.98
[2025-12-20 23:21:11] [NORMAL] NORMAL: Servis Sağlık Kontrolü | Aksiyon: OK | Stage: Benign | Rule: OK-0001 | ID: 0x683 | src=10.214.78.81:64201 -> dst=10.222.194.7:443 | http=GET /api/v1/payments 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:gateway-7f8c9d7b6b-x4n1k node:infra-1 route:web.example.lab | neden="Health-check başarılı." conf=0.34
[2025-12-20 23:21:13] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0xdd9 | src=58.193.53.201:48755 -> dst=10.63.89.135:8080 | http=PATCH /wp-login.php 200 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:api.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.92
[2025-12-20 23:21:16] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xb9c | src=10.206.244.152:46024 -> dst=10.65.132.3:443 | http=POST /api/v1/users 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.12
[2025-12-20 23:21:19] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x3d8 | src=10.239.146.71:42680 -> dst=10.219.117.79:80 | http=PUT /.env 400 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:auth pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.13
[2025-12-20 23:21:21] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xbd3 | src=10.69.245.128:41412 -> dst=10.63.207.4:443 | http=GET /.env 404 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:monitoring pod:auth-6c5d7f6cbb-9p3a2 node:worker-1 route:auth.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.19
[2025-12-20 23:21:26] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0xade | src=10.38.187.215:4360 -> dst=10.68.180.244:8443 | http=DELETE /.env 201 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:test pod:gateway-7f8c9d7b6b-x4n1k node:worker-1 route:web.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.22
[2025-12-20 23:21:28] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x75e | src=10.109.1.189:21000 -> dst=10.201.111.237:80 | http=DELETE /actuator/env 403 ua="Mozilla/5.0" | ocp=cluster:ocp-lab-01 ns:payments pod:auth-6c5d7f6cbb-9p3a2 node:worker-2 route:pay.example.lab | neden="Hata oranı ve gecikmeler normal." conf=0.1
[2025-12-20 23:21:31] [SALDIRI] KRITIK: Firmware Enjeksiyonu (Simülasyon) | Aksiyon: Bloklandı | Stage: Execution | Rule: FW-INJECT-9001 | ID: 0xe47 | src=52.43.78.106:11223 -> dst=10.63.249.2:8080 | http=POST /wp-login.php 401 ua="python-requests/2.31.0" | ocp=cluster:ocp-lab-01 ns:auth pod:payment-7b86c9c7b8-q2v7m node:worker-1 route:api.example.lab | neden="Beklenmedik imza/format ve tekrar denemeler kritik ihlal göstergesi." conf=0.84
[2025-12-20 23:21:32] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0xf5b | src=183.101.56.49:26880 -> dst=10.145.20.35:8443 | http=PUT / 201 ua="nmap NSE" | ocp=cluster:ocp-lab-01 ns:test pod:web-5c7b9d4cdd-hm8z1 node:worker-2 route:auth.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.98
[2025-12-20 23:21:35] [SALDIRI] TEHDIT: SQL Injection Denemesi | Aksiyon: Bloklandı | Stage: Initial Access | Rule: WAF-SQLI-3003 | ID: 0x4a2 | src=29.10.64.40:45879 -> dst=10.176.6.197:443 | http=GET /admin 401 ua="nikto/2.5.0" | ocp=cluster:ocp-lab-01 ns:test pod:payment-7b86c9c7b8-q2v7m node:worker-2 route:auth.example.lab | neden="Parametrelerde SQLi imzaları (OR 1=1, UNION SELECT) tespit edildi." conf=0.85
[2025-12-20 23:21:36] [NORMAL] NORMAL: Trafik Akışı Temiz | Aksiyon: OK | Stage: Benign | Rule: OK-0000 | ID: 0x21e | src=10.58.134.180:32081 -> dst=10.126.219.51:80 | http=PATCH /actuator/env 201 ua="curl/8.5.0" | ocp=cluster:ocp-lab-01 ns:monitoring pod:web-5c7b9d4cdd-hm8z1 node:worker-1 route:pay.example.lab | neden="İstekler beklenen davranış aralığında." conf=0.18
